NOMBRE,Place address,name,address
Instalación Deportiva Municipal Básica Parque Pradolongo,PARQUE PRADOLONGO s/n,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO S/N,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque San Blas,CALLE ALBAIDA S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Parque San Luciano,CALLE SAN LUCIANO 12,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Santa Adela,CALLE SANTA ADELA 14,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA 99,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Supermanzana 7,CALLE FERMIN CABALLERO 25,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA s/n,Derechos Humanos,Calle Derechos Humanos nº 12
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Parque de Atenas,PASEO VIRGEN DEL PUERTO 3,Segovia 45,Calle Segovia nº 45
Instalación Deportiva Municipal Básica Parque de Berlín,CALLE MARCENADO 49,Parque Berlín,Avenida de Concha Espina nº 34
Instalación Deportiva Municipal Básica Parque de Comillas,CALLE ANTONIO DE LEYVA 35,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Parque de Roma I,CALLE JUAN ESPLANDIU 4,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
Instalación Deportiva Municipal Básica Parque de Roma III,CALLE ALCALDE SAINZ DE BARANDA 90,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,CALLE GORRION 36,Ermita Santo,Paseo de la Ermita del Santo nº 48
Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,CALLE VICENTE QUESADA 0,Ermita Santo,Paseo de la Ermita del Santo nº 48
Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,PASEO CHOPERA 4,Entrada Matadero,Paseo de la Chopera nº 14
Instalación Deportiva Municipal Básica Parque de Villa Rosa,CALLE EL PEDERNOSO 19,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Parque de la Alcazaba,AVENIDA EL FERROL 1,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Parque de la Cornisa,CALLE ROSARIO 5,Plaza de San Francisco,Plaza de San Francisco nº 5
Instalación Deportiva Municipal Básica Parque de la Ventilla,CALLE VIA LIMITE 101,Torre Cepsa,Calle Sinesio Delgado nº 2
Instalación Deportiva Municipal Básica Parque de la Vicalvarada,CALLE VEREDA DEL PINAR 1,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Parque de las Cruces,AVENIDA POBLADOS S/N,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de las Cruces I,CALLE ROMPEDIZO 15,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de las Cruces II,CALLE VIDAUBA 3,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de los Carneros,CALLE BAJA DE LA IGLESIA 36,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Parque del Cementerio,CALLE BARBARA DE BRAGANZA 15,Plaza de las Salesas,Plaza de las Salesas 7
Instalación Deportiva Municipal Básica Parque del Oeste,PASEO CAMOENS S/N,Paseo de Moret,Paseo de Moret nº 11
Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),CALLE RAMON GOMEZ DE LA SERNA 22,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Paseo del Polideportivo,CALLE VIVERO DE LA PILARICA 3,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Patrimonio Humanidad,CALLE PATRIMONIO DE LA HUMANIDAD s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,CALLE PEONIAS 2,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Piedrahíta,CALLE PIEDRAHITA s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Pinar de la Elipa,CALLE JOSE LUIS DE ARRESE S/N,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
Instalación Deportiva Municipal Básica Pinos de Osuna,CALLE PINOS DE OSUNA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pirineos,CALLE PIRINEOS S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pista Deportiva P.A.R. La Alcazaba,INST. DEPORTIVA BASICA SINESIO DELGADO 26,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,CALLE PALAS DE REY s/n,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,CALLE JOAQUIN LORENZO 39,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,AVENIDA LLANO CASTELLANO 1,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,CALLE MORALZARZAL 88,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,CALLE HACIENDA DE PAVONES 127,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,AVENIDA NIZA s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,CALLE AFUERAS A VALVERDE 2,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,CALLE CASTIELLO DE JACA 3,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista de Skate,CALLE CAPITAN BLANCO ARGIBAY S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,CALLE FRANCOS RODRIGUEZ 1,Estrecho,Calle Navarra nº 1
Instalación Deportiva Municipal Básica Plan Parcial,CALLE PLAN PARCIAL 3,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza Arturo Barea,PLAZA Arturo Barea s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,CARRETERA ANDALUCIA S/N,,
Instalación Deportiva Municipal Básica Plaza Fonsagrada,PLAZA FONSAGRADA 6,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Plaza Munguía,PLAZA MUNGUIA 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza Vallandes,CALLE CALESAS 4,Antonio López,Calle Eugenio Caxes frente al nº 12
Instalación Deportiva Municipal Básica Plaza de Arteijo,PLAZA ARTEIJO 10,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,CALLE JOSE VILLENA s/n,Puente de Ventas,Avenida de Daroca nº 2
Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,PLAZA María Soledad Torres Acosta s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Plaza de Sestao,PLAZA SESTAO 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza de la Orotava,PLAZA LA OROTAVA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,PLAZA Campillo del Mundo Nuevo s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Poblado Dirigido La Elipa,CALLE JOSE LUIS DE ARRESE s/n,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
Instalación Deportiva Municipal Básica Pobladura del Valle,CALLE POBLADURA DEL VALLE s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Poeta Esteban Villegas,CALLE POETA ESTEBAN DE VILLEGAS 4,Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Instalación Deportiva Municipal Básica Polígono 20,CALLE PADRE CLARET 18,Corazón de María,Calle Santa Hortensia nº 31
Instalación Deportiva Municipal Básica Polígono de las Rosas,CALLE HELSINKI 8,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Polígono de África,CALLE VILLAESCUSA 56,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pradillo,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Pradillo - Santa Marca,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Prosperidad,CALLE PRADILLO 25,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Pueblo Nuevo II,CALLE ASCAO s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Puente Ventas,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2
Instalación Deportiva Municipal Básica Puerto Balbarán,CALLE PUERTO DE BALBARAN 4 y 6,,
Instalación Deportiva Municipal Básica Puerto Corlite,CALLE PUERTO DE CORLITE 8,,
Instalación Deportiva Municipal Básica Puerto Costabona,CALLE PUERTO DE COSTABONA 7,,
Instalación Deportiva Municipal Básica Puerto Costabona Tenis,CALLE PUERTO DE VELATE 18,,
Instalación Deportiva Municipal Básica Puerto Lumbreras,CALLE PUERTO DE LUMBRERAS S/N,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Puerto Monasterio,CALLE PUERTO DEL MONASTERIO 17,,
Instalación Deportiva Municipal Básica Puerto Rico,CALLE PUERTO RICO 54,Colombia,Calle Colombia nº 7
Instalación Deportiva Municipal Básica Puerto Velate,CALLE PUERTO DE VELATE 9,,
Instalación Deportiva Municipal Básica Puerto de Béjar,CALLE PUERTO DE BEJAR 7,,
Instalación Deportiva Municipal Básica Puerto de Costabona,CALLE PUERTO DE COSTABONA 7,,
Instalación Deportiva Municipal Básica Pádel - Madrid Las Tablas,AVENIDA CAMINO DE SANTIAGO 25,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Quinta de Los Molinos I,"CALLE ALCALA 535, c/v Avenida 25 Septiembre",Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Quinta de Los Molinos II,"CALLE IQUITOS 1c/vcalleAlcalá,535",Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Ramírez de Prado,CALLE RAMIREZ DE PRADO 2,Juan Martín,Calle Juan Martín el Empecinado nº 16
Instalación Deportiva Municipal Básica Ramón Gómez de la Serna,CALLE RAMON GOMEZ DE LA SERNA 22,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Ramón Power,CALLE MIGUEL RIESCO 7,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Ramón Pérez de Ayala,CALLE RAMON PEREZ DE AYALA 80,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Instalación Deportiva Municipal Básica Rancho del Cordobés,CALLE EDUARDO BARREIROS 19,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Recinto Ferial San Antonio de la Florida,GLORIETA SAN ANTONIO DE LA FLORIDA S/N,Paseo de la Florida,Paseo de la Florida nº 8
Instalación Deportiva Municipal Básica Ricardo Damas,CALLE RICARDO DAMAS 4,,
Instalación Deportiva Municipal Básica Ronda Sur,RONDA SUR 231,,
Instalación Deportiva Municipal Básica Rosa Jardón,CALLE ROSA JARDON 11,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica San Anselmo,CALLE SAN ANSELMO 22,,
Instalación Deportiva Municipal Básica San Aureliano,CALLE SAN AURELIANO s/n,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica San Benigno,CALLE SAN BENIGNO 3,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II,CALLE GODELLA 48,,
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles III,CALLE MONCADA 123,,
Instalación Deportiva Municipal Básica San Juan Bautista - Cidamón,CALLE AGASTIA s/n,Condesa de Venadito,Calle Condesa de Venadito nº 2
Instalación Deportiva Municipal Básica San Lamberto,CALLE SAN LAMBERTO 20,,
Instalación Deportiva Municipal Básica San Pascual,CALLE ESTEBAN MORA S/N,Derechos Humanos,Calle Derechos Humanos nº 12
Instalación Deportiva Municipal Básica San Pol,CALLE SAN POL DE MAR 7,Paseo de la Florida,Paseo de la Florida nº 8
Instalación Deportiva Municipal Básica Sanchinarro I,CALLE Infanta Catalina Micaela 33,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Sanchinarro II,CALLE Infanta Catalina Micaela 23,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Sanchinarro III,CALLE MARIA TUDOR 10,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Sanchinarro IV,AVENIDA NICETO ALCALA ZAMORA 12,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Sanchorreja,CALLE SANCHORREJA 8,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Sangenjo,CALLE SANGENJO 42,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Santa Ana I,CALLE HOSPITALET DE LLOBREGAT 11,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Santa Ana II,PASEO ALAMEDILLAS 2,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Santa Hortensia,CALLE SANTA HORTENSIA 34,Corazón de María,Calle Santa Hortensia nº 31
Instalación Deportiva Municipal Básica Santa Petronila,CARRETERA ANDALUCIA S/N,,
Instalación Deportiva Municipal Básica Santa Rita,CALLE ALBA DE TORMES 2,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Santa Virgilia,CALLE SANTA VIRGILIA 17 posterior,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Santuario de Valverde (Montecarmenlo),AVENIDA SANTUARIO DE VALVERDE 41,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Sepúlveda,CALLE SEPULVEDA 220,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Seseña,CALLE SESEÑA 2,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Sierra Elvira,CALLE SIERRA ELVIRA 37,Doctor Lozano,Calle Sierra Toledana nº 33
Instalación Deportiva Municipal Básica Sierra del Valle,CALLE ARROYO DEL OLIVAR s/n,,
Instalación Deportiva Municipal Básica Sinesio Delgado,CALLE ISLA DE OZA 61,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Soto Hidalgo,CALLE RIAÑO 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Talbot,CALLE TALBOT 3,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Telémaco,CALLE TELEMACO s/n,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Tercio Terol,CALLE CHINDASVINTO s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Torrelaguna (La Colina),CALLE TORRELAGUNA s/n,Condesa de Venadito,Calle Condesa de Venadito nº 2
Instalación Deportiva Municipal Básica Torrespaña - Fuente del Berro,CALLE NUDO M-30 C/V ALCALDE SAINZ DE BARANDA 94,Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra
Instalación Deportiva Municipal Básica Tres Olivos I Pádel,CALLE CUEVA DE MONTESINOS 27,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Tres Olivos II,AVENIDA CAMPO DE CALATRAVA 3,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Tribaldos,CALLE TRIBALDOS 37,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Tribaldos II,CALLE TRIBALDOS 34,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Trinquete,CALLE VELACHO BAJO 3,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica UVA Pan Bendito,UVA PAN BENDITO s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica UVA de Vallecas,CALLE MONTE DE MONTJUICH 9,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Urbanización Arroyo del Santo,AVENIDA PRUNOS 100,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Urbis,AVENIDA DOCTOR GARCIA TAPIA 117,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Valdebernardo,CALLE CORDEL DE PAVONES 9,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Valdelasierra,CALLE VALDELASIERRA 7,Madrid Río-Yeserías,Paseo de Yeserías nº 45
Instalación Deportiva Municipal Básica Valderriba,AVENIDA GRAN VIA DEL ESTE 14,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Valderromán,CALLE VALDERROMAN 22,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Valdetorres,CALLE VALDETORRES DE JARAMA 29,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Valdeyeros,CALLE ROSALIA DE CASTRO 77,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Valle Inclán,CALLE VALLE INCLÁN s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Vereda de Ganapanes,CALLE BECERREA 4,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Via Lusitana,CALLE VIA LUSITANA 19,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,AVENIDA SAN LUIS 23,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Villabona,CALLE VILLABONA 4,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Villalonso,CALLE VILLALONSO 8,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Virgen de la Estrella,PLAZUELA VIRGEN DE LA ESTRELLA 1,Niño Jesús,Calle Doctor Esquerdo nº 161
Instalación Deportiva Municipal Básica Virgen del Cortijo,CALLE OÑA 18,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Vital Aza,CALLE VITAL AZA s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Yeseros,CALLE YESEROS 1,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Yeserías I,PASEO YESERIAS 1,Pirámides,Calle Toledo nº 181
Instalación Deportiva Municipal Básica Zazuar,CALLE ZAZUAR 1,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Zofío,CALLE RICARDO BELTRAN Y ROZPIDE 12,,
Instalación Deportiva Municipal Básica de Ribadeo y Verín,PLAZAS INTERIORES ENTRE PLAZA RIBADEO 1,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),AVENIDA CARDENAL HERRERA ORIA 108,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica paseo de la Vaguada,PASEO VAGUADA 13,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica poblado de Santa Ana,CALLE Braille 15,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Canal de Remo Puente de la Princesa,PASARELA SUR DEL PUENTE DE LA PRINCESA s/n,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Embajadores M-30,CALLE PUERTO DE LA CRUZ VERDE 29,,
Instalación Deportiva Municipal Nave de Terneras,PASEO CHOPERA 10,Entrada Matadero,Paseo de la Chopera nº 14
Instalación Deportiva Municipal Parque Calle Vado,CALLE ANTONIO LOPEZ 189,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Parque Lineal del Manzanares Victoriano González,CALLE EMBAJADORES 324,,
Instalación Deportiva Municipal Puente de Praga,AVENIDA MANZANARES 176,,
Instalación Deportiva Municipal Pádel  Marqués de Monistrol,CALLE RIBERA DEL MANZANARES 1,Paseo de la Florida,Paseo de la Florida nº 8
Instalación Deportiva Municipal Rocódromo 'Roc 30',AVENIDA MANZANARES 108,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,CALLE CUART DE POBLET 0,Puerta del Sol A,Puerta del Sol nº 1
Parque Lineal UZI 0.06 Arroyofresno,CALLE MARIA DE MAEZTU 1,Facultad Derecho,Avenida Complutense nº 23
Pista de Patinaje Paco de Lucía,AUDITORIO PACO DE LUCIA s/n,Caramuel,Calle Caramuel nº 51
Pista de petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Remonta,Calle Azucenas nº 1
